V4龙哥流畅,#genre# 
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd 
昌黎综合频道,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8?zhebd 
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd 
石家庄新闻综合,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8?zhebd 
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8?zhebd 
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8?zhebd 
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8?zhebd 
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8?zhebd 
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8 
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd 
邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8?zhebd 
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd 
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd 
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd 
昌黎综合频道,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8?zhebd 
石家庄新闻综合,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8?zhebd 
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8?zhebd 
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8?zhebd 
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8?zhebd 
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd 
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd 
石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8 
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8 
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8 
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8 
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8 
保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8 
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8 
承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8 
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8 
大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8 
定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8 
定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8 
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8 
邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8 
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8 
衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8 
衡水新闻综合,http://111.225.205.64:8081/964D4p2/800/live.m3u8 
涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8 
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8 
平泉影视频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8 
平泉综合频道,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8 
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8 
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8 
任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8 
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8 
望都综合频道,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8 
兴隆综合频道,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8 
石家庄新闻综合,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8?zhebd 
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8?zhebd 
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8?zhebd 
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8?zhebd 
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8?zhebd 
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8 
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd 
邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8?zhebd 
衡水公共频道,rtmp://hls.hsrtv.cn/hls/hstv2 
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd 
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd 
滦平新闻频道,rtmp://live.lpxrmtzx.com/live/wh?zhebd 
河北农民,https://jwplay.hebyun.com.cn/live/hbnmtv/1500k/tzwj_video.m3u8?zhebd 
滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8 
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8 
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8 
河北都市,https://jwplay.hebyun.com.cn/live/hbdstv/1500k/tzwj_video.m3u8 
河北农民,http://hbfc.chinashadt.com:2036/live/1003.stream/playlist.m3u8 
邯郸新闻综合,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8 
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8 
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8 
邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8 
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8 
衡水新闻综合,http://111.225.205.64:8081/964D4p2/800/live.m3u8 
邢台综合频道,http://a.xttv.top/xttv/5ebe09cb3d1a0f3f3d062e99c78175a0.flv?auth_key=1861891200-0-0-d86d236a74b9a55f2596a7346ec632a8 
邢台公共频道,http://a.xttv.top/xttv/d0586743dc68918f808f28b8bc90c737.flv?auth_key=1861891200-0-0-82cd69002c4060ddabc0bfa1b3446dc2 
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8 
承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdslywh/1500k/tzwj_video.m3u8 
承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdsxwzhtv/1500k/tzwj_video.m3u8 
承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8 
承德公共生活,https://jwcdnqx.hebyun.com.cn/live/cdsggshtv/1500k/tzwj_video.m3u8 
鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8 
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8 
鹿泉二套,https://jwliveqxzb.hebyun.com.cn/luquaner/luquaner.m3u8 
鹿泉二套,https://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8 
涉县新闻综合,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8 
阜城综合频道,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8 
阜城经济频道,http://hbfc.chinashadt.com:2036/live/5.stream/playlist.m3u8 
枣强综合,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8 
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8 
昌黎综合频道,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8 
迁安新闻综合,https://jwplay.hebyun.com.cn/live/jiuyunqianan/1500k/tzwj_video.m3u8 
迁西综合频道,https://jwliveqxzb.hebyun.com.cn/qxzhpd/qxzhpd.m3u8 
迁西综合频道,https://jwcdnqx.hebyun.com.cn/live/qxzhpd/1500k/tzwj_video.m3u8 
迁西农业频道,https://jwliveqxzb.hebyun.com.cn/qxny/qxny.m3u8 
迁西农业频道,https://jwcdnqx.hebyun.com.cn/live/qxny/1500k/tzwj_video.m3u8 
霸州新闻频道,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8 
霸州文化频道,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8 
霸州公共频道,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8 
霸州少儿频道,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8 
大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8 
永清综合频道,http://60.10.203.69:8000/0.m3u8 
永清影视频道,http://60.10.203.69:8000/4.m3u8 
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8 
清河新闻综合,https://jwliveqxzb.hebyun.com.cn/qinghe/qinghe.m3u8 
清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8 
清河经济综艺,https://jwliveqxzb.hebyun.com.cn/qinghe1/qinghe1.m3u8 
沧县综合,http://hebcx.chinashadt.com:2036/live/10001.stream/playlist.m3u8 
沧县二套,http://hebcx.chinashadt.com:2036/live/10002.stream/playlist.m3u8 
青县新闻,https://jwliveqxzb.hebyun.com.cn/qxtvlive1/qxtvlive1.m3u8 
青县新闻,https://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8 
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8 
任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8 
定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8 
定州新闻综合,https://jwcdnqx.hebyun.com.cn/live/xxzhpd/1500k/tzwj_video.m3u8 
定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8 
定州生活频道,https://jwcdnqx.hebyun.com.cn/live/shpd/1500k/tzwj_video.m3u8 
涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8 
涞水新闻频道,https://jwcdnqx.hebyun.com.cn/live/lsdst/1500k/tzwj_video.m3u8 
清苑新闻频道,https://jwcdnqx.hebyun.com.cn/live/qyxwpd/1500k/tzwj_video.m3u8 
清苑生活频道,https://jwcdnqx.hebyun.com.cn/live/qyshpd/1500k/tzwj_video.m3u8 
望都综合频道,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8 
望都综合频道,https://jwcdnqx.hebyun.com.cn/live/wddst/1500k/tzwj_video.m3u8 
平泉综合频道,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8 
平泉综合频道,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8 
平泉影视频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8 
平泉影视频道,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8 
双滦新闻频道,https://jwcdnqx.hebyun.com.cn/live/slxw/1500k/tzwj_video.m3u8 
双滦影视频道,https://jwcdnqx.hebyun.com.cn/live/slys/1500k/tzwj_video.m3u8 
兴隆综合频道,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8 
湖南频道,#genre# 
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs 
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds 
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg 
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj 
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy 
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl 
湖南国际,http://php.jdshipin.com:8880/iptv.php?id=hngj 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
中方综合,https://liveplay-srs.voc.com.cn/hls/tv/18_3aa230.m3u8 
麻阳综合,https://liveplay-srs.voc.com.cn/hls/tv/38_6f397d.m3u8 
双峰县电视台,https://liveplay-srs.voc.com.cn/hls/tv/131_acfb72.m3u8 
攸县电视台,https://liveplay-srs.voc.com.cn/hls/tv/158_423c80.m3u8 
靖州综合,https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8 
桑植综合,https://liveplay-srs.voc.com.cn/hls/tv/185_938292.m3u8 
新化综合,https://liveplay-srs.voc.com.cn/hls/tv/170_49c556.m3u8 
元江综合,https://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8 
新邵新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/171_daca67.m3u8 
绥宁电视台,https://liveplay-srs.voc.com.cn/hls/tv/182_3c0dc6.m3u8 
城步综合,https://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8 
汉寿综合,https://liveplay-srs.voc.com.cn/hls/tv/31_226756.m3u8 
耒阳综合,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8 
衡阳综合,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8 
永兴新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8 
汝城综合,https://liveplay-srs.voc.com.cn/hls/tv/149_40cf24.m3u8 
汨罗综合,https://liveplay-srs.voc.com.cn/hls/tv/166_a4ad1b.m3u8 
嘉禾新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8 
吉首综合,https://liveplay-srs.voc.com.cn/hls/tv/143_70175b.m3u8 
花垣综合,https://liveplay-srs.voc.com.cn/hls/tv/134_d590ee.m3u8 
古丈综合,https://liveplay-srs.voc.com.cn/hls/tv/144_4efb38.m3u8 
临武综合,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8 
桂阳综合,https://liveplay-srs.voc.com.cn/hls/tv/7_7c833e.m3u8 
桂东综合,https://liveplay-srs.voc.com.cn/hls/tv/174_6ab9f8.m3u8 
芷江综合,https://liveplay-srs.voc.com.cn/hls/tv/20_68acda.m3u8 
新晃综合,https://liveplay-srs.voc.com.cn/hls/tv/23_5d556a.m3u8 
蓝山综合,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8 
安化综合,https://liveplay-srs.voc.com.cn/hls/tv/204_16cb0f.m3u8 
龙山综合,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8 
永兴综合,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8 
长沙新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/203_10cdf5.m3u8 
南县综合,http://hnstnx.chinashadt.com:2037/live/10001.stream_360p/playlist.m3u8 
黄陂新闻,http://livehprm.hptv.com.cn/zbpd/sd/live.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
沅陵新闻综合,https://liveplay-yuanling.rednet.cn/live/YL-TV.m3u8 
长沙县新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/203_10cdf5.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8 
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8 
中方综合,https://liveplay-srs.voc.com.cn/hls/tv/18_3aa230.m3u8 
麻阳综合,https://liveplay-srs.voc.com.cn/hls/tv/38_6f397d.m3u8 
双峰县电视台,https://liveplay-srs.voc.com.cn/hls/tv/131_acfb72.m3u8 
攸县电视台,https://liveplay-srs.voc.com.cn/hls/tv/158_423c80.m3u8 
靖州综合,https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8 
桑植综合,https://liveplay-srs.voc.com.cn/hls/tv/185_938292.m3u8 
新化综合,https://liveplay-srs.voc.com.cn/hls/tv/170_49c556.m3u8 
元江综合,https://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8 
新邵新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/171_daca67.m3u8 
绥宁电视台,https://liveplay-srs.voc.com.cn/hls/tv/182_3c0dc6.m3u8 
城步综合,https://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8 
汉寿综合,https://liveplay-srs.voc.com.cn/hls/tv/31_226756.m3u8 
耒阳综合,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8 
衡阳综合,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8 
永兴新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8 
汝城综合,https://liveplay-srs.voc.com.cn/hls/tv/149_40cf24.m3u8 
汨罗综合,https://liveplay-srs.voc.com.cn/hls/tv/166_a4ad1b.m3u8 
嘉禾新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8 
吉首综合,https://liveplay-srs.voc.com.cn/hls/tv/143_70175b.m3u8 
花垣综合,https://liveplay-srs.voc.com.cn/hls/tv/134_d590ee.m3u8 
古丈综合,https://liveplay-srs.voc.com.cn/hls/tv/144_4efb38.m3u8 
临武综合,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8 
桂阳综合,https://liveplay-srs.voc.com.cn/hls/tv/7_7c833e.m3u8 
桂东综合,https://liveplay-srs.voc.com.cn/hls/tv/174_6ab9f8.m3u8 
芷江综合,https://liveplay-srs.voc.com.cn/hls/tv/20_68acda.m3u8 
新晃综合,https://liveplay-srs.voc.com.cn/hls/tv/23_5d556a.m3u8 
蓝山综合,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8 
安化综合,https://liveplay-srs.voc.com.cn/hls/tv/204_16cb0f.m3u8 
龙山综合,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8 
永兴综合,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8 
长沙新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/203_10cdf5.m3u8 
南县综合,http://hnstnx.chinashadt.com:2037/live/10001.stream_360p/playlist.m3u8 
黄陂新闻,http://livehprm.hptv.com.cn/zbpd/sd/live.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8 
沅陵新闻综合,https://liveplay-yuanling.rednet.cn/live/YL-TV.m3u8 
长沙县新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/203_10cdf5.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8 
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund 
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?zhund 
湖北频道,#genre# 
湖北综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072216f7da/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLx3R3LdIBdA5q61lut1LwZcw4SC2tJubc%2Bq5t%2F61jvWCtjrJL0x%2BHncPgdmcbBW9I 
湖北影视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380728abccd2/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKU1xiiKGJYFBZK9RpEkaggogtHJZW6nJQqLppbEYE%2BqJ9kJW%2FMvKldfS2dCii9VSI 
湖北教育,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKTFQuOKNd5i0HMa3ydMWIQ6kJ2fBJGJ77BLTXK72CqUYQsX3ZguYt0954s9hfZTfc 
湖北生活,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072c62e405/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKJPodw5BcDirSOw7egztI5bUvJjqPzSNAhrA37GrbRBIAjGQpzP0QmgsmuHnQyd2c 
湖北公共,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380726d0ee3b/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKgjpyhD%2FJd6SZjkcHAKXbsjwotAY57dianC4%2ByY7artm7J7F4GFO6G99D0bYMJRxI 
湖北经视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807203543e3/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLVCQ3pDe4nBySab%2B3xPL123aTSCRugzF2ABe36IIJw2evZbYdWUo0ffUw53bflDgU 
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd 
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd 
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8 
潜江综合,http://hbqjdb.chinashadt.com:2035/live/3.stream/playlist.m3u8 
潜江乡村,http://hbqjdb.chinashadt.com:2035/live/4.stream/playlist.m3u8 
麻城综合,http://119.36.30.199:8888/mctv1.m3u8 
武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8 
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8 
武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8 
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8 
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8 
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8 
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8 
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8 
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8 
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8 
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8 
黄冈新闻综合,http://huanggang-live21.cjyun.org/10210/s10210-xwzh.m3u8?auth_key=1735660799-0-0-d97fed8905fc6066ed8fa063e40b13c0 
黄冈生活,http://huanggang-live21.cjyun.org/10210/s10210-xwgg.m3u8?auth_key=1735660799-0-0-39c6d712b6337fbdefe84e2d22e34513 
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8 
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8 
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8 
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8 
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund 
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8 
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8 
荆门公共频道,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8 
孝感公共频道,http://live.yingxi.tv/channel1/sd/live.m3u8 
麻城综合,http://119.36.30.199:8888/mctv1.m3u8 
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8 
广西频道,#genre# 
钦州综合,http://stream.gxqzxw.com/qztv/zhhd/live.m3u8 
钦州公共,http://stream.gxqzxw.com/qztv02/gghd/live.m3u8 
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8 
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd 
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8 
南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH_24.m3u8 
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8 
桂林新闻综合,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188 
图文频道,http://citylive.njgdmm.com/beihai/d49b9838-dacf-4a22-ab46-1eed2b515d88.m3u8 
来宾综合,http://zb.lbnews.com.cn:1935/live/lbzh.stream/playlist.m3u8 
来宾新闻,http://zb.lbnews.com.cn:1935/live/xwhc.stream/playlist.m3u8 
横州,http://live.nnnews.net/video/s10004-hztv-hd/index.m3u8 
隆安,https://hls.nntv.cn/nnlive/LATV_24.m3u8 
罗成,http://www.3jlc.cn/lctvlive/lcm.m3u8 
贺州综合频道,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8 
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8 
上海频道,#genre# 
嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8?zshangd 
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8?zshangd 
上海东方购物频道,http://ocj2.kksmg.com/ocj1/ocj1.m3u8 
上海金山电视台,http://livejs1.newsjs.net/jspd/playlist.m3u8 
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8 
黑龙江频道,#genre# 
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8 
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8 
黑龙江公共,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8 
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8 
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8 
哈尔滨新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8 
讷河综合,https://rmplive.hljtv.com:443/live/nehe.m3u8 
哈尔滨新闻,http://stream.hrbtv.net/xwzh/sd/live.m3u8 
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8 
